country,country isocode,year,DD regime,DD category,,Monarchy,Commonwealth,Monarch name,Monarch accession,Monarch birthyear,Female monarch (0: No; 1: Yes),Democracy,Presidential,President name,President accesion,President birthyear,Interim phase (more than 2 Presidents/year=1),Female president (0: No; 1: Yes),Colony,Colony of,Colony administrated by,Official name,Communist,Regime change lag,,,spatial democracy,,countrycode,,No. of chambers in parliament,proportional voting,Election system,No. of members in lower house,No. of members in upper house,No. of members in third house,New constitution,fullsuffrage,Suffrage restriction,electoral,,spatial electoral,,alternation,multiparty,free and fair election,,parliamentary election year,"Parliamentary election month, year",Postponed parliamentary election,Presidential election year,"Presidential election month, year",Postponed presidential election,
Mauritius,MUS,1968,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,1,1,,3,,3,,1,1,1,,1,August 1967,0,,,,
Mauritius,MUS,1969,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1970,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1971,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1972,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1973,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1974,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1975,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1976,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1977,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,December 1976,1,,,,
Mauritius,MUS,1978,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1979,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1980,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1981,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1982,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,1,June 1982,0,,,,
Mauritius,MUS,1983,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1984,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,1,July 1983,0,,,,
Mauritius,MUS,1985,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1986,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1987,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1988,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,August 1987,0,,,,
Mauritius,MUS,1989,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1990,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1991,0,Parliamentary democracy,,0,1,,,,,1,0,,,,,,0,,,Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1992,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,1,September 1991,0,,,,
Mauritius,MUS,1993,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1994,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1995,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1996,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,1,December 1995,0,,,,
Mauritius,MUS,1997,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1998,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,1999,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2000,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,66,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2001,0,Parliamentary democracy,,0,1,,,,,1,0,Cassam Uteem,1992,1941,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,September 2000,0,,,,
Mauritius,MUS,2002,0,Parliamentary democracy,,0,1,,,,,1,0,Karl Auguste Offmann,2002,1940,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2003,0,Parliamentary democracy,,0,1,,,,,1,0,Karl Auguste Offmann,2002,1940,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2004,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2005,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2006,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,July 2005,0,,,,
Mauritius,MUS,2007,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2008,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2009,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2010,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,May 2010,0,,,,
Mauritius,MUS,2011,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2012,0,Parliamentary democracy,,0,1,,,,,1,0,Anerood Jugnauth,2003,1930,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2013,0,Parliamentary democracy,,0,1,,,,,1,0,Rajkeswur Purryag,2012,1947,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2014,0,Parliamentary democracy,,0,1,,,,,1,0,Rajkeswur Purryag,2012,1947,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2015,0,Parliamentary democracy,,0,1,,,,,1,0,Bibi Ameenah Firdaus Gurib-Fakim,2015,1951,0,1,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,December 2014,0,,,,
Mauritius,MUS,2016,0,Parliamentary democracy,,0,1,,,,,1,0,Bibi Ameenah Firdaus Gurib-Fakim,2015,1951,0,1,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2017,0,Parliamentary democracy,,0,1,,,,,1,0,Bibi Ameenah Firdaus Gurib-Fakim,2015,1951,0,1,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2018,0,Parliamentary democracy,,0,1,,,,,1,0,"Paramasivum Pillay ""Barlen"" Vyapoory",2016,1945,1,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2019,0,Parliamentary democracy,,0,1,,,,,1,0,"Paramasivum Pillay ""Barlen"" Vyapoory",2016,1945,1,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,November 2019,0,,,,
Mauritius,MUS,2020,0,Parliamentary democracy,,0,1,,,,,1,0,Prithvirajsing Roopun,2019,1959,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2021,0,Parliamentary democracy,,0,1,,,,,1,0,Prithvirajsing Roopun,2019,1959,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2022,0,Parliamentary democracy,,0,1,,,,,1,0,Prithvirajsing Roopun,2019,1959,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2023,0,Parliamentary democracy,,0,1,,,,,1,0,Prithvirajsing Roopun,2019,1959,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2024,0,Parliamentary democracy,,0,1,,,,,1,0,Prithvirajsing Roopun,2019,1959,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,0,,0,,,,
Mauritius,MUS,2025,0,Parliamentary democracy,,0,1,,,,,1,0,Dharambeer Gokhool,2024,1949,0,0,0,,,Republic of Mauritius,0,0,,,1,,#VALUE!,,1,0,Bloc voting,70,,,0,1,,3,,3,,1,1,1,,1,November 2024,0,,,,
Moldova,MDA,1991,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,1,0,,,0.5,,#VALUE!,,1,0,FPTP,380,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,1992,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,1,0,,,0.5,,#VALUE!,,1,0,FPTP,380,,,0,1,,3,,2.5,,1,1,1,,0,,0,1,December 1991,0,
Moldova,MDA,1993,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,0,FPTP,380,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,1994,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),104,,,1,1,,3,,2,,1,1,1,,1,February 1994,0,0,,0,
Moldova,MDA,1995,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),104,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,1996,0,Parliamentary democracy,,0,0,,,,,1,0,Mircea Ion Snegur,1990,1940,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),104,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2000,0,Parliamentary democracy,,0,0,,,,,1,0,Petru Lucinschi,1997,1940,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2001,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,1,February 2001,0,0,,0,
Moldova,MDA,2002,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2003,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2004,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2005,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,1,March 2005,0,0,,0,
Moldova,MDA,2006,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2007,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2.5,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2008,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2009,0,Parliamentary democracy,,0,0,,,,,1,0,Vladimir Voronin,2001,1941,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,April 2009,0,0,,0,
Moldova,MDA,2010,0,Parliamentary democracy,,0,0,,,,,1,0,Mihai Ghimpu,2009,1951,1,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,July 2009,0,0,,0,
Moldova,MDA,2011,0,Parliamentary democracy,,0,0,,,,,1,0,Marian Lupu,2010,1966,1,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,November 2010,0,0,,0,
Moldova,MDA,2012,0,Parliamentary democracy,,0,0,,,,,1,0,Nicolae Timofti,2012,1948,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2013,0,Parliamentary democracy,,0,0,,,,,1,0,Nicolae Timofti,2012,1948,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2014,0,Parliamentary democracy,,0,0,,,,,1,0,Nicolae Timofti,2012,1948,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2015,0,Parliamentary democracy,,0,0,,,,,1,0,Nicolae Timofti,2012,1948,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,November 2014,0,0,,0,
Moldova,MDA,2016,0,Parliamentary democracy,,0,0,,,,,1,0,Nicolae Timofti,2012,1948,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2017,0,Parliamentary democracy,,0,0,,,,,1,0,Igor Dodon,2016,1975,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,1,October and November 2016,0,
Moldova,MDA,2018,0,Parliamentary democracy,,0,0,,,,,1,0,Igor Dodon,2016,1975,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2019,0,Parliamentary democracy,,0,0,,,,,1,0,Igor Dodon,2016,1975,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,February 2019,0,0,,0,
Moldova,MDA,2020,0,Parliamentary democracy,,0,0,,,,,1,0,Igor Dodon,2016,1975,0,0,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2021,0,Parliamentary democracy,,0,0,,,,,1,0,Maia Sandu,2020,1972,0,1,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,1,November 2020,0,
Moldova,MDA,2022,0,Parliamentary democracy,,0,0,,,,,1,0,Maia Sandu,2020,1972,0,1,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,1,July 2021,0,0,,0,
Moldova,MDA,2023,0,Parliamentary democracy,,0,0,,,,,1,0,Maia Sandu,2020,1972,0,1,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2024,0,Parliamentary democracy,,0,0,,,,,1,0,Maia Sandu,2020,1972,0,1,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,0,,0,
Moldova,MDA,2025,0,Parliamentary democracy,,0,0,,,,,1,0,Maia Sandu,2020,1972,0,1,0,,,Republic of Moldova,0,0,,,0.5,,#VALUE!,,1,1,List PR (large multi-member),101,,,0,1,,3,,2,,1,1,1,,0,,0,1,October and November 2024,0,
Monaco,MCO,1950,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,1,Early 1950,0,,,,
Monaco,MCO,1951,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1952,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1953,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1954,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1955,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,1,Early 1955,0,,,,
Monaco,MCO,1956,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1957,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1958,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,1,February 1958,0,,,,
Monaco,MCO,1959,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1960,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1961,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,0,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1962,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,1,1,,3,,#REF!,,1,1,1,,0,,0,,,,
Monaco,MCO,1963,0,Parliamentary democracy,,1,0,Rainier III,1949,1923,0,1,0,,,,,,0,,,Principality of Monaco,0,0,,,#REF!,,#VALUE!,,1,1,Plurality-at-large / d'Hondt,18,,,0,1,,3,,#REF!,,1,1,1,,1,March 1963,0,,,,
